Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,4010.25,наличный,Минск,Белинвестбанк-ORZI-372,11-02-2022,20:24:35,успешно,нет,0.0
юр. лицо,списание средств,2712.09,безналичный,Брест,Беларусбанк-CLHM-701,24-05-2020,16:24:39,успешно,да,149.81
физ. лицо,списание средств,1193.35,безналичный,Могилев,БелАгропромбанк-NZNB-200,02-06-2001,19:28:18,недостаточно средств,нет,0.0
юр. лицо,списание средств,2643.02,безналичный,Гродно,Белинвестбанк-QCAX-406,12-06-2014,23:20:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,3830.63,наличный,Гродно,МаксБанк-ARQL-901,24-08-2015,10:07:16,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,22.98,безналичный,Витебск,Беларусбанк-EWEJ-849,11-07-2013,20:20:53,успешно,нет,0.0
юр. лицо,списание средств,1715.76,наличный,Брест,МаксБанк-HLLU-166,22-10-2021,14:34:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2124.6,наличный,Витебск,Белинвестбанк-OBJF-816,25-12-2009,10:55:46,успешно,нет,0.0
физ. лицо,списание средств,3238.36,наличный,Гомель,Приорбанк-HKLW-618,03-07-2023,19:26:08,недостаточно средств,да,263.67
физ. лицо,списание средств,4173.56,безналичный,Минск,Белинвестбанк-HHAK-188,24-11-2007,14:08:01,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4808.89,безналичный,Минск,Беларусбанк-NEEU-151,16-09-2024,06:25:36,успешно,нет,0.0
физ. лицо,получение средств,4913.46,наличный,Гомель,БелАгропромбанк-TNRZ-087,12-05-2018,13:55:43,успешно,нет,0.0
юр. лицо,списание средств,4917.89,наличный,Минск,Белинвестбанк-ZGAL-153,15-05-2003,21:13:09,недостаточно средств,да,435.87
физ. лицо,получение средств,2401.27,наличный,Гомель,Белинвестбанк-AACC-887,07-01-2023,03:53:57,успешно,нет,0.0
юр. лицо,списание средств,3451.07,безналичный,Витебск,Белинвестбанк-YSME-707,14-03-2000,14:32:41,неправильный ввод пин-кода,да,340.24
физ. лицо,получение средств,4921.19,наличный,Брест,БелАгропромбанк-EGNB-009,25-01-2017,12:35:08,успешно,нет,0.0
юр. лицо,получение средств,4592.06,наличный,Минск,Приорбанк-UALU-815,04-04-2010,17:50:57,успешно,нет,0.0
физ. лицо,получение средств,1974.0,безналичный,Витебск,Приорбанк-OOFM-571,08-06-2008,14:24:56,успешно,нет,0.0
юр. лицо,получение средств,2236.75,безналичный,Гродно,БелАгропромбанк-TJDQ-893,14-11-2015,20:29:39,успешно,нет,0.0
физ. лицо,списание средств,4242.02,безналичный,Минск,Беларусбанк-QFSL-902,20-01-2002,07:06:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4167.8,наличный,Могилев,Белинвестбанк-MNPT-937,02-07-2018,23:55:14,успешно,нет,0.0
юр. лицо,списание средств,1030.22,наличный,Брест,МаксБанк-GPDV-971,22-11-2023,13:09:53,успешно,да,79.66
юр. лицо,получение средств,3125.46,безналичный,Минск,Белинвестбанк-NKWV-326,08-11-2007,11:40:04,успешно,нет,0.0
юр. лицо,списание средств,2017.58,безналичный,Гродно,Беларусбанк-ZOET-061,13-03-2008,18:00:38,неправильный ввод пин-кода,да,173.01
физ. лицо,списание средств,1529.3,безналичный,Брест,Белинвестбанк-VGYB-845,11-03-2000,05:17:55,неправильный ввод пин-кода,да,27.06
юр. лицо,получение средств,2227.53,наличный,Витебск,Приорбанк-ZPZS-695,18-08-2019,19:50:40,успешно,нет,0.0
физ. лицо,списание средств,1962.03,безналичный,Гродно,Белинвестбанк-TXWE-424,27-09-2004,11:32:23,неправильный ввод пин-кода,да,102.65
юр. лицо,получение средств,514.89,наличный,Витебск,Приорбанк-LMJP-642,26-02-2004,17:18:07,успешно,нет,0.0
юр. лицо,получение средств,4964.5,безналичный,Гродно,Белинвестбанк-UPMC-423,15-04-2011,08:17:25,успешно,нет,0.0
юр. лицо,получение средств,4976.74,безналичный,Гомель,Белинвестбанк-RLPA-086,30-07-2015,18:20:29,успешно,нет,0.0
юр. лицо,получение средств,987.54,наличный,Гродно,МаксБанк-TXYM-152,25-02-2008,04:00:04,успешно,нет,0.0
юр. лицо,списание средств,319.66,наличный,Могилев,Беларусбанк-IPOY-649,16-03-2005,23:56:11,недостаточно средств,да,13.86
физ. лицо,получение средств,2554.1,безналичный,Гомель,Беларусбанк-SWKN-032,01-05-2009,06:21:31,успешно,нет,0.0
физ. лицо,списание средств,4706.21,безналичный,Гродно,Белинвестбанк-MULY-640,20-05-2020,03:49:41,успешно,нет,0.0
юр. лицо,получение средств,2869.55,наличный,Минск,БелАгропромбанк-FSYX-635,31-12-2010,22:48:27,успешно,нет,0.0
юр. лицо,получение средств,2614.1,наличный,Могилев,БелАгропромбанк-HSVO-605,10-03-2006,20:09:42,успешно,нет,0.0
юр. лицо,списание средств,4922.04,наличный,Могилев,МаксБанк-EYKL-299,11-11-2011,02:50:35,успешно,нет,0.0
физ. лицо,списание средств,4020.55,безналичный,Витебск,Беларусбанк-GDIV-605,12-11-2014,23:10:51,неправильный ввод пин-кода,да,270.19
юр. лицо,получение средств,800.91,безналичный,Гродно,Беларусбанк-OZLN-706,03-02-2009,11:58:52,успешно,нет,0.0
юр. лицо,списание средств,295.07,наличный,Гродно,Беларусбанк-XSKC-148,16-01-2002,01:43:49,успешно,да,12.07
физ. лицо,списание средств,2445.66,наличный,Витебск,БелАгропромбанк-DXRN-544,02-09-2015,07:33:25,успешно,нет,0.0
юр. лицо,получение средств,403.99,безналичный,Могилев,Белинвестбанк-LEGB-126,15-06-2002,16:11:54,успешно,нет,0.0
юр. лицо,получение средств,1614.5,наличный,Гродно,МаксБанк-QNXH-298,05-03-2009,04:27:53,успешно,нет,0.0
физ. лицо,получение средств,4198.69,безналичный,Брест,БелАгропромбанк-SNNI-900,19-07-2021,20:30:35,успешно,нет,0.0
юр. лицо,получение средств,4768.85,наличный,Гродно,Приорбанк-GEDM-532,13-01-2014,10:18:01,успешно,нет,0.0
